age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
74,M,1321,En Couple,3,false,8848 ZU 61
60,F,578,En Couple,1,false,4422 RA 67
50,F,1002,En Couple,0,false,1587 NE 19
28,F,226,En Couple,3,true,8458 YE 66
46,F,800,En Couple,2,false,1860 OP 88
28,F,229,Célibataire,0,false,4025 ZP 48
58,M,1304,En Couple,2,false,7130 XJ 10
28,M,733,En Couple,0,false,1837 CO 77
 ,M,727,En Couple,3,false,6214 UG 10
61,M,726,En Couple,0,false,9679 AK 18
39,M,1181,En Couple,4,false,4436 NQ 56
57,M,561,En Couple,3,false,4461 WA 73
64,F,415,En Couple,0,false,9897 ZN 13
20,Féminin,1255,En Couple, ,true,6675 WI 73
42,M,414,En Couple,1,false,6676 HC 46
30,M,931,Célibataire,0,false,8565 AB 19
33,F,1041,Seule,3,false,6046 OP 26
18,M,508,En Couple,4,false,9424 CF 29
19,M,706,En Couple,0,false,8412 CH 51
25,F,423,En Couple,1,false,2686 DK 25
38,F,897,Célibataire,0,false,265 NE 80
65,M,1241,En Couple,3,false,4368 LZ 25
70,F,576,En Couple,2,false,350 OQ 64
80,F,462,En Couple,2,true,6403 AU 36
45,F,231,En Couple,1,false,2396 BD 49
48,M,454,En Couple,3,false,9070 CI 44
18,F,1075,En Couple,4,true,5726 FS 50
49,F,158,En Couple,0,false,6256 XL 96
24,F,480,En Couple,2,false,5802 OW 97
40,M,153,Célibataire,0,false,3620 LD 67
59,F,934,Célibataire,0,false,7822 NN 67
37,M,1178,Célibataire,0,false,2750 FV 27
46,F,400,En Couple,1,false,7284 IY 77
32,M,562,En Couple,2,false,3308 WU 43
39,M,1233,En Couple,2,false,5264 VZ 79
70,F,448,Célibataire,0,false,9399 KA 55
19,F,964,En Couple,0,true,2382 KA 51
61,M,206,Célibataire,0,false,6065 NA 40
55,F,525,Célibataire,0,false,7239 FX 89
76,M,422,En Couple,1,false,5143 IJ 75
77,F,247,Célibataire,0,false,3706 EP 96
44,N/D,444,En Couple,2,false,3678 QY 80
58,F,527,En Couple,4,false,6148 AS 31
46,M,1140,En Couple,4,false,7624 BM 26
80,M,947,Célibataire,0,false,6299 PK 90
23,M,711,En Couple,2,true,7390 JD 87
18,F,916,En Couple,2,false,860 YI 52
21,M,582,En Couple,0,false,1444 WO 14
32,F,1398,Célibataire,0,false,1954 EI 85
50,F,228,Célibataire,0,false,3433 AX 56
23,M,1124,En Couple,1,false,7184 KR 56
54,M,248,En Couple,4,false,7878 CH 48
43,M,485,En Couple,0,false,5859 EF 60
21,M,1231,En Couple,0,false,8108 WY 14
78,F,538,En Couple,4,false,306 SY 53
61,M,440,Célibataire,0,false,4680 NH 98
60,M,446,Célibataire,0,false,5536 EE 62
74,M,1082,En Couple,0,false,6113 RB 12
18,F,209,En Couple,0,false,1542 RM 66
58,M,484,Célibataire,0,false,3478 FH 51
24,M,864,Célibataire,0,false,795 SV 75
21,M,481,En Couple,4,false,865 AE 60
61,M,551,En Couple,3,false,5006 JY 49
19,Femme,518,Célibataire,0,false,5208 OB 36
19,M,788,En Couple,3,false,4055 AT 85
43,M,422,Seule,2,false,6952 WY 63
52,M,497,Célibataire,0,false,6379 RI 11
28,M,180,En Couple,0,false,7259 NJ 83
46,M,247,En Couple,0,true,6711 QK 64
28,M,539,Marié(e),1,false,4177 KP 40
84,M,205,N/D,0,false,7682 UD 42
74,F,492,En Couple,0,false,4839 QD 17
81,F,961,Célibataire,0,false,8397 ZB 56
52,M,417,En Couple,1,false,8949 KV 63
23,M,795,En Couple,0,false,2163 DL 85
33,M,523,En Couple,3,true,6537 ZJ 25
26,M,437,En Couple,3,false,2875 EX 18
29,M,583,En Couple,4,false,8911 RZ 55
71,F,924,Célibataire,0,false,4803 RT 53
67,M,414,En Couple,0,false,3690 LB 42
18,F,519,Seule,3,false,6516 VL 78
32,F,1133,En Couple,1,false,7161 ZF 62
28,M,1318,En Couple,3,true,2594 TO 19
37,M,152,En Couple,2,false,4661 WL 98
21,M,1173,Seule,2,false,459 MQ 64
51,M,1014,En Couple,1,false,8639 CV 90
42,M,1060,Seule,3,false,4885 AP 73
66,M,427,En Couple,0,false,6292 YF 12
54,M,1327,En Couple,4,false,2353 OF 54
84,M,1259,En Couple,4,false,3082 SR 26
52,F,246,En Couple,2,false,7628 XX 85
39,M,1320,En Couple,1,false,1666 BM 87
70,F,854,Célibataire,0,false,4123 YK 31
20,F,521,En Couple,0,false,8949 YQ 67
53,M,437,Célibataire,0,false,6476 KG 59
45,M,497,En Couple,0,false,4073 IW 21
39,F,535,En Couple,0,false,5481 ZE 92
29,Homme,226,Célibataire,0,false,1835 YR 16
62,M,1367,En Couple,3,true,7221 UW 48
59,M,963,En Couple,1,false,452 OS 54
32,M,863,Célibataire,0,false,8638 WG 17
69,M,1066,En Couple,4,true,3463 DH 25
76,F,573,En Couple,2,false,219 DW 72
38,M,193,En Couple,4,false,8046 MZ 72
56,M,509,En Couple,3,false,3870 CR 16
24,M,474,Célibataire,0,false,8625 LI 38
42,M,1197,En Couple,2,false,2769 ES 27
30,M,812,En Couple,2,false,8544 MQ 25
66,Féminin,742,En Couple,1,true,4266 TE 24
82,F,234,Seule,2,false,1510 PR 52
39,F,188,En Couple,1,true,5192 JE 57
32,M,964,En Couple,3,false,8678 EZ 10
24,F,498,Célibataire,0,false,4565 XQ 58
80,F,522,En Couple,0,false,5999 MK 66
64,M,875,Célibataire,0,false,9139 UN 47
44,M,450,En Couple,4,false,1722 IE 28
29,M,902,En Couple,0,false,4465 AG 38
57,M,162,Seul,0,false,6040 DA 49
46,M,568,En Couple,1,false,6614 AA 29
43,M,992,Célibataire,0,false,566 GL 26
26,M,429,En Couple,1,false,2066 WB 79
83,M,1009,Célibataire,0,false,7786 GR 21
78,M,194,En Couple,0,true,9937 IM 69
65,M,1311,En Couple,4,false,6885 AT 81
69,F,167,En Couple,4,false,5065 KK 74
55,M,546,En Couple,2,false,9792 WU 22
21,M,453,Seule,3,false,2296 FF 12
57,M,525,En Couple,1,false,2529 TZ 75
21,M,1166,En Couple,4,false,4617 FA 16
42,M,239,En Couple,2,false,6549 YO 83
38,M,425,Célibataire,0,false,9709 YC 93
33,M,205,Célibataire,0,false,1253 OZ 87
58,F,211,En Couple,4,true,5764 JQ 96
79,M,549,En Couple,2,true,2387 BG 81
28,M,153,En Couple,1,true,595 HR 55
83,M,493,En Couple,1,false,6027 FN 97
34,F,205,En Couple,0,true,4685 ZJ 64
50,M,503,En Couple,1,true,2180 SV 64
28,F,215,En Couple,3,false,2093 SF 94
24,M,159,En Couple,1,true,9982 HD 59
44,M,827,En Couple,0,false,8631 HK 66
70,M,1204,En Couple,1,false,3924 XN 78
39,F,153,En Couple,2,false,8860 NN 90
63,F,983,Célibataire,0,false,1833 CI 16
19,M,555,En Couple,4,false,7092 LE 26
75,F,516,Célibataire,0,false,4140 UO 26
25,M,729,En Couple,4,false,9491 UO 72
78,M,205,En Couple,4,false,9174 FK 77
72,M,1127,En Couple,4,false,8806 KI 57
23,F,1240,Seule,3,false,4087 YC 47
45,M,1337,Célibataire,0,false,6901 JL 13
36,M,222,En Couple,1,false,430 GK 52
53,M,1284,Seule,2,false,4289 BD 32
60,M,784,Célibataire,0,false,2000 QQ 14
18,M,201,Célibataire,0,false,1396 XA 50
24,M,506,Célibataire,0,false,6350 GP 98
26,F,487,En Couple,2,false,6789 LO 43
24,F,410,Célibataire,0,false,7761 FL 12
24,M,428,Célibataire,0,false,2979 JZ 90
27,M,418,En Couple,1,false,671 IW 98
19,M,853,En Couple,2,false,7399 XS 69
24,M,1386,Célibataire,0,false,581 TG 41
26,F,893,Célibataire,0,false,3300 QX 56
44,F,213,En Couple,1,true,9164 ET 40
45,M,435,Célibataire,0,false,1176 NE 50
22,M,202,Célibataire,0,false,4262 VF 84
18,F,573,En Couple,1,false,5626 PL 34
77,F,568,Célibataire,0,false,8511 JO 13
42,M,475,Célibataire,0,false,8875 HT 74
44,M,557,En Couple,1,false,3390 JN 21
62,F,529,En Couple,1,false,4247 VR 41
28,F,518,En Couple,3,false,499 LL 54
43,M,1184,En Couple,2,false,9331 BA 65
64,M,505,Célibataire,0,false,1320 YM 67
47,M,931,En Couple,2,false,6094 KH 21
40,M,165,En Couple,0,false,7650 KT 52
59,F,1322,Célibataire,0,false,7394 VH 42
27,M,570,Seule,2,false,7951 WY 44
60,Masculin,517,En Couple,3,false,7809 CM 59
19,F,409,En Couple,1,false,2872 RQ 41
47,M,512,En Couple,3,false,5674 LA 83
24,F,516,En Couple,1,false,5390 TP 84
40,F,434,En Couple,2,false,6771 TJ 42
39,Homme,819,En Couple,1,false,2141 BZ 63
32,M,160,En Couple,1,true,6126 WT 97
47,M,484,Célibataire,0,false,2141 XF 31
21,M,463,En Couple,3,false,6166 HO 52
30,M,207,En Couple,4,false,3694 QW 46
36,F,220,Seule,2,false,6144 TV 58
62,M,163,En Couple,2,true,3993 BK 74
29,M,229,En Couple,1,true,5629 RT 53
39,M,459,En Couple,0,false,772 HX 61
56,M,896,Célibataire,0,false,6900 TN 91
76,M,582,En Couple,4,false,4171 TX 15
73,M,404,Célibataire,0,false,8426 UW 12
30,M,890,En Couple,0,true,1593 SR 14
67,M,1171,En Couple,4,false,4059 JJ 20
20,F,533,En Couple,4,false,3455 SC 71
47,M,524,Seule,1,false,4751 UU 88
29,M,464,En Couple,3,true,4361 HG 45
59,M,156,En Couple,0,false,7736 DE 93
20,M,458,En Couple,1,false,4654 PO 74
73,M,592,En Couple,2,true,4064 YH 36
69,M,492,Célibataire,0,false,4670 DU 23
82,F,536,Célibataire,0,false,5533 CN 61
20,M,494,Célibataire,0,false,3267 BU 48
26,M,211,Célibataire,0,false,1375 GU 60
63,M,952,Célibataire,0,false,4962 HJ 87
34,F,549,Célibataire,0,false,8974 CS 79
59,M,484,En Couple,1,false,1241 PN 37
77,F,210,En Couple,0,true,1422 PB 33
46,F,507,En Couple,4,false,3328 PD 91
84,M,518,Célibataire,0,false,6428 CX 45
24,F,507,En Couple,4,false,7594 TN 18
21,M,517,Célibataire,0,false,3823 BA 83
34,M,1124,En Couple,0,false,3251 MH 44
45,M,552,En Couple,3,false,2778 SX 44
48,M,1004,En Couple,2,true,2641 SZ 36
40,M,161,En Couple,2,true,5782 AJ 90
40,F,577,Célibataire,0,false,1396 QU 51
35,M,165,En Couple,2,false,7098 HE 42
26,F,470,Seule,2,false,711 UW 71
33,M,510,Célibataire,0,false,901 NA 50
18,F,556,En Couple,2,false,3359 PZ 42
18,M,1270,Célibataire,0,false,7711 HG 91
45,M,220,Célibataire,0,false,1688 RD 69
72,M,423,En Couple,0,false,8989 FU 81
70,M,537,En Couple,2,false,5469 IY 60
33,M,825,Célibataire,0,false,3132 IW 79
50,M,495,En Couple,0,false,8767 PO 82
28,M,949,Célibataire,0,false,3475 ZK 29
76,M,180,En Couple,4,false,3194 PK 21
77,F,552,Célibataire,0,false,8323 CL 30
25,M,456,En Couple,0,true,7669 UH 45
25,M,513,En Couple,0,false,1352 AA 43
45,M,492,Célibataire,0,false,1728 XD 14
23,Masculin,454,En Couple,2,true,9302 RH 67
71,M,589,En Couple,3,false,3461 NE 59
29,M,947,En Couple,4,false,2222 QR 72
18,F,218,En Couple,3,false,6665 IP 40
32,M,828,Célibataire,0,false,6280 QT 23
41,F,1073,En Couple,1,false,2281 UG 10
78,M,541,Célibataire,0,false,7785 FY 60
81,M,165,Célibataire,0,false,5440 RI 56
26,M,1076,Célibataire,0,false,5036 SX 55
18,M,546,En Couple,4,false,5821 IL 28
46,F,457,Célibataire,0,false,6618 ET 36
59,M,553,En Couple,0,false,4223 UZ 89
58,F,560,Célibataire,0,false,9220 OS 52
81,M,-1,En Couple,1,false,5803 KP 54
55,M,450,En Couple,0,false,8949 YQ 23
38,M,498,Célibataire,0,false,3345 PC 97
84,Homme,545,Célibataire,0,false,4994 NI 14
41,M,233,En Couple,4,false,2844 DW 26
29,F,247,En Couple,2,false,8331 XD 62
26,M,245,En Couple,3,false,3424 LZ 67
55,F,508,En Couple,3,false,3849 UG 53
52,F,427,En Couple,2,false,8652 NJ 90
-1,M,445,En Couple,1,false,1216 AS 64
28,M,234,Célibataire,0,false,1560 PU 81
83,M,244,En Couple,0,false,9148 LU 33
50,M,556,En Couple,4,false,1397 DR 82
59,M,570,En Couple,0,false,5861 TQ 26
26,M,587,En Couple,1,false,5105 AE 61
41,M,900,Célibataire,0,false,5949 AD 42
31,M,564,Seule,1,false,450 JE 89
42,M,523,En Couple,3,false,4334 MG 73
30,M,981,Célibataire,0,false,4472 DW 17
24,M,164,Célibataire,0,false,4446 FJ 69
39,M,157,En Couple,1,false,8637 IP 65
23,M,769,Célibataire,0,false,1692 MK 92
26,F,537,En Couple,0,false,7685 PL 41
40,M,801,En Couple,2,false,3554 QJ 83
47,M,207,Seule,1,false,4480 CM 38
44,F,1274,En Couple,0,false,2514 SK 28
20,M,435,En Couple,3,true,6453 KI 59
19,M,488,En Couple,2,false,7867 QF 65
44,Homme,163,Célibataire,0,false,8871 ZA 95
22,F,489,Célibataire,0,false,9876 PZ 75
38,F,1341,En Couple,2,false,4513 GL 72
34,F,492,Seule,3,false,7165 EG 52
23,F,1164,Célibataire,0,false,6939 XI 80
37,M,436,En Couple,3,false,7682 IS 68
25,M,515,En Couple,1,false,9156 PN 11
27,M,468,En Couple,4,true,9993 GW 48
34,M,521,En Couple,0,false,4103 JP 23
62,M,1123,En Couple,2,false,592 GP 46
27,M,1036,Célibataire,0,false,6504 CU 77
28,M,215,Célibataire,0,false,5842 RG 71
70,M,547,En Couple,0,false,646 WD 94
55,M,872,En Couple,0,false,9793 GA 63
81,M,1021,En Couple,2,false,1496 HI 52
48,F,204,Célibataire,0,false,1034 ZQ 97
57,M,246,En Couple,1,false,1970 QG 70
47,F,507,Célibataire,0,false,6086 DM 35
29,M,927,En Couple,1,false,5935 KJ 33
20,M,209,Célibataire,0,false,9381 KW 51
23,M,596,En Couple,0,true,9894 ZW 31
30,F,1276,En Couple,1,false,5794 KQ 51
38,F,491,En Couple,0,true,8998 CU 47
18,M,188,Célibataire,0,false,6307 HV 13
54,M,562,En Couple,0,false,9243 LC 95
62,M,981,En Couple,0,false,8168 FS 41
18,M,152,En Couple,4,false,3897 FX 22
33,M,473,Célibataire,0,false,7321 RO 13
39,M,212,En Couple,0,false,5293 CI 89
50,F,1151,Célibataire,0,false,938 TM 13
78,F,416,En Couple,0,false,289 VC 44
42,M,1026,Célibataire,0,false,4297 XL 48
20,M,911,En Couple,1,false,5303 PJ 82
43,F,755,En Couple,0,true,4267 QP 71
36,M,553,Célibataire,0,false,2426 GR 11
28,M,236,En Couple,0,true,3092 CN 61
45,M,1246,Célibataire,0,false,6930 SB 70
30,M,1128,Célibataire,0,false,2510 QO 29
22,M,462,En Couple,3,false,2958 LY 25
25,F,469,En Couple,1,false,510 SF 55
31,F,439,En Couple,3,false,2249 ZW 89
54,M,490,Célibataire,0,false,6932 WR 90
35,F,1062,En Couple,0,false,6647 DB 16
35,M,482,En Couple,0,false,9577 TJ 67
34,F,208,Seule,3,false,9399 UH 62
84,F,533,Célibataire,0,false,1312 JY 27
40,M,402,Célibataire,0,false,9392 SW 31
23,M,408,En Couple,1,false,4743 FX 97
81,F,552,En Couple,0,false,9445 YP 73
21,F,1213,En Couple,4,false,6469 WQ 24
32,F,715,En Couple,1,false,7939 UT 35
40,Masculin,445,En Couple,4,false,1579 AQ 31
52,M,453,En Couple,1,false,4208 PL 42
69,M,1075,En Couple,2,false,981 FI 93
42,M,171,En Couple,1,false,9963 VD 45
23,M,430,En Couple,2,false,6968 QI 95
78,M,208,En Couple,4,false,9168 YX 91
30,M,890,En Couple,4,false,6915 IP 66
43,M,1327,En Couple,0,false,899 OA 67
49,F,1019,En Couple,4,false,8896 EV 11
71,M,439,En Couple,1,false,5009 NK 17
37,M,1168,En Couple,0,false,6945 BQ 78
43,M,567,Seule,2,false,8212 DG 62
39,M,471,En Couple,1,true,4741 NG 67
32,M,496,En Couple,3,false,8701 XT 92
44,F,557,En Couple,2,false,7970 CF 67
50,M,532,En Couple,0,true,3898 MA 86
47,F,572,En Couple,4,true,2506 JC 32
67,Masculin,563,En Couple,0,false,5599 JJ 90
56,F,523,En Couple,1,true,8616 OC 10
33,M,531,En Couple,3,false,542 VM 68
35,F,1101,En Couple,1,false,3825 KC 79
31,M,562,Célibataire,0,false,7057 GO 12
55,F,401,Célibataire,0,false,8374 LI 45
80,F,1222,Célibataire,0,false,732 BT 64
66,M,194,Seule,1,false,7854 DU 42
19,F,209,En Couple,3,false,1694 QA 45
67,M,496,En Couple,0,false,2174 UB 34
76,M,200,En Couple,4,false,1566 ZR 69
59,M,963,En Couple,2,false,9394 NI 98
21,M,493,En Couple,0,true,9903 WD 22
22,M,757,En Couple,4,false,4434 TB 88
48,M,574,En Couple,0,false,4110 II 18
25,M,502,En Couple,3,false,1248 NW 89
53,M,405,En Couple,2,false,5472 II 33
80,M,544,En Couple,1,true,9286 JV 40
42,M,1362,En Couple,4,false,1255 BC 32
55,M,479,Seule,3,false,1387 HA 36
28,M,191,En Couple,4,false,4652 YD 47
34,M,232,Célibataire,0,false,812 CH 78
24,M,214,Célibataire,0,false,2931 DE 52
31,F,487,En Couple,0,false,6868 BS 74
28,M,501,Célibataire,0,false,6603 WS 87
18,M,1099,En Couple,1,false,3718 BX 36
41,M,234,En Couple,0,false,445 EC 60
44,M,522,Célibataire,0,false,2207 BI 17
43,M,557,Célibataire,0,false,1050 JN 28
68,M,546,En Couple,0, ,3751 BQ 83
26,M,1220,Célibataire,0,false,1408 RJ 56
32,M,528,En Couple,2,false,7022 JM 39
33,F,577,Célibataire,0,false,3331 ZL 46
28,Femme,1014,En Couple,2,false,1985 JV 24
23,F,407,En Couple,1,false,1797 JW 15
24,M,457,En Couple,3,false,4116 UD 13
56,M,562,Célibataire,0,false,3696 RZ 92
22,M,480,En Couple,1,false,1158 MH 15
53,F,439,En Couple,3,false,88 CY 80
78,F,430,En Couple,4,true,2066 SY 33
55,F,1126,En Couple,4,false,6395 LJ 92
27,M,246,En Couple,4,false,4730 NO 47
77,F,246,En Couple,0,false,9106 HK 88
38,M,589,En Couple,0,false,7068 KO 96
40,F,1118,En Couple,3,false,3695 YZ 44
43,M,424,En Couple,1,false,3247 PK 15
57,F,1147,En Couple,1,false,2495 PJ 15
64,F,513,En Couple,4,true,8980 WU 18
57,M,595,Célibataire,0,false,5719 NB 30
33,M,445,En Couple,2,false,1206 HK 19
25,M,545,Seule,1,false,3017 PK 11
28,M,167,En Couple,0,false,7196 JM 39
28,M,243,En Couple,1,true,2254 HS 80
28,M,432,En Couple,2,true,8260 VD 88
24,F,562,En Couple,3,true,842 VL 16
55,F,431,En Couple,0,false,6903 BY 30
29,F,434,Célibataire,0,false,1820 YJ 59
40,F,466,En Couple,0, ,4346 SN 35
57,F,158,En Couple,3,false,5901 RF 34
50,M,598,En Couple,3,false,5736 JE 93
54,M,831,En Couple,0,true,4350 IW 40
42,M,863,Célibataire,0,false,1466 WI 26
65,M,549,Célibataire,0,false,7356 EV 96
20,M,188,Célibataire,0,false,9569 UE 81
18,F,518,En Couple,1,false,1741 NQ 54
43,F,429,En Couple,3,false,5544 OZ 82
44,F,179,Célibataire,0,false,1378 IY 97
34,F,421,En Couple,0,false,4004 JC 46
53,M,509,En Couple,3,false,7045 ND 41
39,M,404,Célibataire,0,false,5589 IT 31
51,M,503,En Couple,1,false,218 AU 80
69,M,563,En Couple,0,false,5508 JG 29
48,F,448,Célibataire,0,false,5119 UT 90
29,M,1266,En Couple,0,true,8021 LO 74
30,M,1252,Célibataire,0,false,1245 NW 34
56,M,431,Célibataire,0,false,8004 QE 26
69,M,512,Célibataire,0,false,3286 IA 72
56,M,529,En Couple,0,false,4505 RI 16
34,M,1386,Célibataire,0,false,9575 LA 29
26,M,222,Célibataire,0,false,9750 SU 16
26,M,560,En Couple,3,false,5845 YJ 75
34,M,424,En Couple,4,true,1781 UQ 94
25,M,1062,Célibataire,0,false,6913 EM 49
29,M,459,En Couple,0,false,3548 RU 85
81,M,1265,Célibataire,0,false,1286 GP 38
82,M,555,En Couple,2,false,6618 SN 13
27,F,596,En Couple,2,false,4519 PS 43
46,F,439,En Couple,3,false,585 QF 94
38,F,405,Célibataire,0,false,2787 GD 48
56,F,1062,En Couple,0,false,9852 HD 47
34,M,844,En Couple,3,false,8387 IV 23
42,M,179,En Couple,2,false,4656 UL 20
77,M,793,En Couple,0,false,4936 UB 93
64,M,910,En Couple,1,false,9612 HO 37
83,F,517,Célibataire,0,false,9327 GP 13
54,M,1285,En Couple,1,true,530 LY 40
20,M,761,En Couple,2,true,702 SV 54
19,M,415,Célibataire,0,false,4366 IB 90
35,M,169,En Couple,2,true,8566 EA 50
38,M,592,En Couple,2,false,3411 NC 46
50,M,470,Seule,3,false,609 PN 46
50,M,1377,En Couple,1,false,1235 UN 54
59,F,541,En Couple,0,false,9714 WW 80
49,M,152,Célibataire,0,false,4117 VD 68
28,M,471,En Couple,0,true,7498 TE 87
25,M,1120,En Couple,0,false,2030 EU 65
80,M,406,En Couple,3,true,2382 QD 69
27,M,1105,En Couple,2,false,9451 YL 75
34,M,465,Célibataire,0,false,3108 HM 17
52,F,515,Célibataire,0,false,3346 WY 47
25,F,1134,Célibataire,0,false,2821 VF 49
42,F,508,En Couple,1,false,2710 HF 69
53,M,538,En Couple,1,false,2633 RC 23
27,M,580,En Couple,0,false,386 VZ 49
30,M,205,En Couple,1,false,9504 FU 73
27,M,441,En Couple,4,false,9962 UF 73
26,M,755,En Couple,0,true,6373 XD 96
26,F,553,En Couple,3,false,4703 FT 15
62,M,987,Célibataire,0,false,2747 BY 76
21,M,-1,En Couple,1,false,5209 ZA 55
53,F,522,En Couple,3,true,6337 TI 96
18,M,178,Célibataire,0,false,7100 ZN 53
23,M,157,En Couple,4,false,1744 WG 55
75,Femme,453,En Couple,1,false,2966 BE 55
58,M,224,Célibataire,0,false,505 WB 27
20,M,1195,Célibataire,0,false,2412 NH 68
44,F,217,En Couple,2,false,3465 SA 43
54,M,453,En Couple,0,false,3890 XF 67
37,F,215,En Couple,4,true,3606 GZ 30
22,M,490,Célibataire,0,false,5458 UC 11
39,F,157,En Couple,1,false,8752 FL 46
55,M,226,Célibataire,0,false,289 ZQ 56
55,M,154,En Couple,1,true,5299 GZ 75
44,F,542,En Couple,1,false,1311 TS 92
75,M,1235,Célibataire,0,false,6337 AC 85
54,M,211,En Couple,1,false,2613 FW 40
40,Masculin,539,Célibataire,0,false,907 FQ 66
35,F,453,En Couple,1,false,7478 HT 45
25,M,991,En Couple,4,false,4646 LY 29
41,M,1334,En Couple,3,false,48 NO 89
26,F,540,Célibataire,0,false,6583 WO 31
37,M,235,En Couple,1,false,8234 PH 80
72,M,488,En Couple,2,false,6778 FX 63
38,M,832,Célibataire,0,false,37 OE 65
63,M,817,Célibataire,0,false,9428 FT 22
78,F,204,Seule,2,false,5933 KR 12
54,F,404,En Couple,3,false,6566 JT 42
20,M,474,En Couple,4,false,9767 DI 62
65,F,196,Célibataire,0,false,8122 RP 18
19,M,232,En Couple,3,false,4338 LA 84
24,M,569,En Couple,2,false,2933 UG 48
23,M,504,Célibataire,0,false,5336 AT 32
47,M,945,Célibataire,0,false,1029 IV 98
47,M,1132,Célibataire,0,false,4939 JM 48
56,F,1217,En Couple,0,false,9699 SB 98
44,M,247,En Couple,2,false,4538 PJ 84
56,F,1158,En Couple,0,false,8080 FP 42
40,M,916,Célibataire,0,false,8667 CA 42
59,M,163,En Couple,4,false,6089 RR 59
55,M,465,Célibataire,0,false,3376 XF 74
63,M,480,Célibataire,0,false,8036 NH 67
65,F,234,Célibataire,0,false,3908 HJ 18
79,M,421,En Couple,0,false,9649 US 38
60,M,1290,En Couple,1,false,4877 JD 98
34,M,506,En Couple,0,false,5643 NP 70
69,M,481,En Couple,0,true,3289 OR 29
35,M,1381,En Couple,1,false,5927 AU 20
29,F,152,Marié(e),1,false,2403 IG 92
21,M,471,En Couple,2,false,5730 MU 27
54,M,763,En Couple,2,false,5612 AM 14
24,M,235,En Couple,2,false,3973 XJ 70
23,M,477,N/D,0,true,436 OE 22
60,M,1054,Célibataire,0,false,3154 WE 75
24,M,493,En Couple,2,false,3456 HM 82
31,M,181,En Couple,1,true,1973 KO 56
43,M,157,Célibataire,0,false,3075 BK 24
47,M,475,Seule,2,false,4101 IX 42
68,F,461,En Couple,1,false,311 CX 19
59,M,994,En Couple,2,false,8354 DN 70
64,M,240,En Couple,4,false,5299 FQ 20
58,M,529,En Couple,2,false,6502 ZH 60
80,M,473,En Couple,1,false,4740 ZE 41
18,M,237,En Couple,1,false,1782 CU 52
21,M,414,En Couple,4,true,6229 QN 17
80,M,214,En Couple,4,false,5120 EZ 64
32,M,1281,En Couple,3,false,3993 OY 69
27,M,859,En Couple,4,true,1948 RZ 55
48,F,447,Célibataire,0,false,9261 ZL 91
69,F,526,En Couple,0,false,8333 SW 22
54,F,570,Seule,3,false,6953 BR 18
40,M,469,En Couple,1,false,4367 QT 86
71,F,545,En Couple,4,false,4013 WT 71
49,M,523,En Couple,1,false,9144 CY 77
41,M,503,En Couple,3,true,1734 YL 64
32,F,477,Célibataire,0,false,1016 BC 47
39,M,422,Célibataire,0,false,6792 SH 42
71,F,880,En Couple,2,false,3163 BY 95
27,F,525,En Couple,2,false,9634 VD 68
58,M,1321,Célibataire,0,false,9427 FV 10
19,M,1319,Célibataire,0,false,5967 JC 53
50,F,1005,En Couple,0,false,1440 RY 94
21,M,169,En Couple,0,false,9761 WG 79
49,M,858,En Couple,1,false,1722 XX 95
75,F,1208,Marié(e),2,true,342 WM 29
84,F,409,En Couple,0,false,9890 GJ 94
61,M,584,En Couple,2,false,8917 TQ 91
80,M,540,En Couple,0,false,8295 SJ 66
19,M,475,Célibataire,0,false,7535 HM 10
68,M,752,En Couple,4,false,3373 KR 25
-1,M,436,En Couple,1,false,6288 LF 61
27,M,599,Célibataire,0,false,9332 CT 92
37,F,217,En Couple,1,false,4988 DR 39
30,M,758,Célibataire,0,false,6105 OO 54
26,M,1360,Célibataire,0,false,7716 EU 75
42,Féminin,460,Célibataire,0,false,6910 KV 45
29,M,558,En Couple,1,false,1 LA 30
52,M,247,Seul,0,false,4529 OJ 89
57,F,205,Célibataire,0,false,8213 TK 20
38,F,239,En Couple,1,false,5773 JV 22
21,M,1275,En Couple,1,false,4591 SK 95
38,M,556,Célibataire,0,false,6257 XT 43
73,M,187,En Couple,1,false,5 YR 35
32,M,543,En Couple,0,false,9692 MJ 43
24,M,425,En Couple,0,true,2856 LO 62
69,M,706,Célibataire,0,false,4915 JX 45
68,F,1081,En Couple,1,?,373 CX 81
44,M,509,Célibataire,0,false,3574 PA 62
19,M,1020,Célibataire,0,false,225 WS 82
69,M,1017,En Couple,4,false,4336 LH 19
23,F,501,En Couple,0,true,6650 QP 34
59,M,1200,En Couple,0,true,7206 US 87
46,M, ,Seul,0,false,4762 JP 20
72,F,221,Marié(e),0,false,101 QU 83
21,M,415,En Couple,1,false,9717 XW 42
23,M,168,Célibataire,0,false,8997 FB 93
26,M,1125,En Couple,2,false,1079 GD 25
19,M,172,En Couple,0,true,8522 TP 54
22,M,929,Marié(e),3,false,1688 WP 39
30,F,199,En Couple,4,false,9311 OY 45
26,F,470,En Couple,0,false,586 GJ 29
64,M,888,En Couple,2,false,7131 EB 73
21,F,593,En Couple,2,false,4599 MZ 88
57,M,833,En Couple,4,false,9789 ZX 53
31,M,1117,Seul,0,false,1269 IA 63
24,M,568,En Couple,4,false,6818 KM 89
59,M,956,Célibataire,0,false,2867 YY 89
22,F,1144,En Couple,0,false,4811 XH 19
